标识信息/账单明细ID,标识信息/订单号,身份信息/客户名称,身份信息/资源购买账号ID,身份信息/资源购买账号,身份信息/资源归属账号ID,身份信息/资源归属账号,账单信息/服务主体,账单信息/账单月份,账单信息/账单日期,账单信息/费用类型,账单信息/交易类型,账单信息/消费时间,账单信息/服务开始时间,账单信息/服务结束时间,产品信息/产品Code,产品信息/产品名称,产品信息/商品Code,产品信息/商品名称,产品信息/计费项Code,产品信息/计费项名称,产品信息/选型配置,产品信息/规格,资源信息/资源ID,资源信息/实例ID（出账粒度）,资源信息/资源名称,资源信息/地域Code,资源信息/地域,资源信息/可用区,时长信息/抵扣前时长,时长信息/抵扣时长,时长信息/时长,时长信息/时长单位,时长信息/时长详情,用量信息/抵扣前用量,用量信息/抵扣用量,用量信息/用量,用量信息/用量单位,用量信息/用量详情,定价信息/官网目录价,定价信息/价格单位,定价信息/目录价用量阶梯,定价信息/用量阶梯累计规则,定价信息/目录价转换信息,定价信息/目录价因子,定价信息/定价币种,费用信息/目录总价,费用信息/计费公式,费用信息/计费辅助信息,费用信息/计费过程,费用信息/计费规则说明,订阅抵扣信息/订阅抵扣目录总价,订阅抵扣信息/订阅抵扣后金额,订阅抵扣信息/订阅抵扣金额,订阅抵扣信息/订阅抵扣详情,优惠信息/优惠金额,优惠信息/优惠后金额,优惠信息/优惠详情,优惠券抵扣信息/优惠券抵扣金额,优惠券抵扣信息/优惠券抵扣详情,应付信息/应付金额（含税）
202605_0g00v1_031_5db63c353c52851fc1e3d5a9e6b595ce_01_00000004265789440168,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 18:13:00,2026-05-14 18:13:00,2026-05-14 18:14:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,1.429,1.429,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""1429"",""抵扣用量"":""1429"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""1429 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_59268770d370fedda26a38b382ae6b98_01_00000004265791546282,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 18:16:00,2026-05-14 18:16:00,2026-05-14 18:17:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,1.429,1.429,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""1429"",""抵扣用量"":""1429"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""1429 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_cbaace32efd30caf74b64325441ebf82_01_00000004265789443674,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 18:16:00,2026-05-14 18:16:00,2026-05-14 18:17:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_output_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,5.06,5.06,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""5060"",""抵扣用量"":""5060"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""5060 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_7523988d9bf1a76857065f0dfb7c9c71_01_00000004265794530395,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 18:19:00,2026-05-14 18:19:00,2026-05-14 18:20:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,0.518,0.518,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""518"",""抵扣用量"":""518"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""518 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_bbf034be92cdd8d69cc57eda8d0d1fba_01_00000004265794301179,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 18:19:00,2026-05-14 18:19:00,2026-05-14 18:20:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_output_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,1.869,1.869,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""1869"",""抵扣用量"":""1869"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""1869 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_afb611b410c1a2b16da95310f851656a_01_00000004265795421373,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 18:24:00,2026-05-14 18:24:00,2026-05-14 18:25:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,0.631,0.631,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""631"",""抵扣用量"":""631"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""631 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_f8405d39022689643bb37de0df4a8500_01_00000004265795515491,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 18:24:00,2026-05-14 18:24:00,2026-05-14 18:25:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_output_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,1.636,1.636,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""1636"",""抵扣用量"":""1636"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""1636 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_0a3f3f820fc3dc89cfae52465a9ce3f9_01_00000004265797064912,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 18:26:00,2026-05-14 18:26:00,2026-05-14 18:27:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,1.429,1.429,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""1429"",""抵扣用量"":""1429"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""1429 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_52645ac8b1217f011f8f1c9d7526804b_01_00000004265795403751,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 18:26:00,2026-05-14 18:26:00,2026-05-14 18:27:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_output_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,5.535,5.535,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""5535"",""抵扣用量"":""5535"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""5535 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_4a01c2a18b36c63912bf0dedc3521577_01_00000004265798430600,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 18:28:00,2026-05-14 18:28:00,2026-05-14 18:29:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_output_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,3.333,3.333,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""3333"",""抵扣用量"":""3333"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""3333 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_b0eab1be995dbc2216b421fd8f09bec5_01_00000004265796168736,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 18:28:00,2026-05-14 18:28:00,2026-05-14 18:29:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,2.03,2.03,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""2030"",""抵扣用量"":""2030"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""2030 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_143dbf580b10ec9c8842a5d883af0121_01_00000004265806327701,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 18:35:00,2026-05-14 18:35:00,2026-05-14 18:36:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,1.429,1.429,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""1429"",""抵扣用量"":""1429"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""1429 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_3083b32f1d28b1c7fabc823955d27137_01_00000004265805141884,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 18:35:00,2026-05-14 18:35:00,2026-05-14 18:36:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_output_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,4.886,4.886,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""4886"",""抵扣用量"":""4886"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""4886 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_770030edc85e8f251c5b7d208387b09d_01_00000004265845172203,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 18:54:00,2026-05-14 18:54:00,2026-05-14 18:55:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,1.429,1.429,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""1429"",""抵扣用量"":""1429"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""1429 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_b9bd67e9c18fc627569d552294f644d4_01_00000004265834768655,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 18:54:00,2026-05-14 18:54:00,2026-05-14 18:55:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_output_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,5.549,5.549,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""5549"",""抵扣用量"":""5549"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""5549 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
