标识信息/账单明细ID,标识信息/订单号,身份信息/客户名称,身份信息/资源购买账号ID,身份信息/资源购买账号,身份信息/资源归属账号ID,身份信息/资源归属账号,账单信息/服务主体,账单信息/账单月份,账单信息/账单日期,账单信息/费用类型,账单信息/交易类型,账单信息/消费时间,账单信息/服务开始时间,账单信息/服务结束时间,产品信息/产品Code,产品信息/产品名称,产品信息/商品Code,产品信息/商品名称,产品信息/计费项Code,产品信息/计费项名称,产品信息/选型配置,产品信息/规格,资源信息/资源ID,资源信息/实例ID（出账粒度）,资源信息/资源名称,资源信息/地域Code,资源信息/地域,资源信息/可用区,时长信息/抵扣前时长,时长信息/抵扣时长,时长信息/时长,时长信息/时长单位,时长信息/时长详情,用量信息/抵扣前用量,用量信息/抵扣用量,用量信息/用量,用量信息/用量单位,用量信息/用量详情,定价信息/官网目录价,定价信息/价格单位,定价信息/目录价用量阶梯,定价信息/用量阶梯累计规则,定价信息/目录价转换信息,定价信息/目录价因子,定价信息/定价币种,费用信息/目录总价,费用信息/计费公式,费用信息/计费辅助信息,费用信息/计费过程,费用信息/计费规则说明,订阅抵扣信息/订阅抵扣目录总价,订阅抵扣信息/订阅抵扣后金额,订阅抵扣信息/订阅抵扣金额,订阅抵扣信息/订阅抵扣详情,优惠信息/优惠金额,优惠信息/优惠后金额,优惠信息/优惠详情,优惠券抵扣信息/优惠券抵扣金额,优惠券抵扣信息/优惠券抵扣详情,应付信息/应付金额（含税）
202605_0g00v1_031_56ed304fb2abf8bdde37955a1b1213a4_01_00000004265234004542,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 14:33:00,2026-05-14 14:33:00,2026-05-14 14:34:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_output_token;bmp;0,,cn-beijing,华北2（北京）,,0,0,,,,7.62,7.62,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""7620"",""抵扣用量"":""7620"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""7620 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_93995f2c8faa66006ad51c88a77d87d0_01_00000004265244000015,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 14:37:00,2026-05-14 14:37:00,2026-05-14 14:38:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_output_token;bmp;0,,cn-beijing,华北2（北京）,,0,0,,,,3.167,3.167,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""3167"",""抵扣用量"":""3167"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""3167 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_a27b5bcc50ddd9ece64cc6b528a25d4b_01_00000004265243250125,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 14:37:00,2026-05-14 14:37:00,2026-05-14 14:38:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_input_token;bmp;0,,cn-beijing,华北2（北京）,,0,0,,,,2.532,2.532,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""2532"",""抵扣用量"":""2532"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""2532 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_5dcf4a2a5d54fb58a64bfe9e068d959f_01_00000004265245431912,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 14:40:00,2026-05-14 14:40:00,2026-05-14 14:41:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_output_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,0.902,0.902,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""902"",""抵扣用量"":""902"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""902 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_8b787fc102f325f304b60e8b9f2a38f2_01_00000004265246446441,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 14:40:00,2026-05-14 14:40:00,2026-05-14 14:41:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,0.631,0.631,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""631"",""抵扣用量"":""631"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""631 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_c5161f98172d21f68e6130666c191891_01_00000004265247177203,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 14:41:00,2026-05-14 14:41:00,2026-05-14 14:42:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_output_token;bmp;0,,cn-beijing,华北2（北京）,,0,0,,,,2.981,2.981,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""2981"",""抵扣用量"":""2981"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""2981 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_e51499429dfabada3f17b7b5acd6d783_01_00000004265243104637,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 14:41:00,2026-05-14 14:41:00,2026-05-14 14:42:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_input_token;bmp;0,,cn-beijing,华北2（北京）,,0,0,,,,2.532,2.532,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""2532"",""抵扣用量"":""2532"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""2532 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_0697dc83c4641084fb0cae60f22d079e_01_00000004265246464345,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 14:43:00,2026-05-14 14:43:00,2026-05-14 14:44:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_output_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,3.301,3.301,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""3301"",""抵扣用量"":""3301"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""3301 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_1225e7d3cfd440bf5d7b972ce612023a_01_00000004265249301190,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 14:43:00,2026-05-14 14:43:00,2026-05-14 14:44:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,2.032,2.032,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""2032"",""抵扣用量"":""2032"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""2032 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_0c05b17567f942344864fafec26ea288_01_00000004265258598739,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 14:48:00,2026-05-14 14:48:00,2026-05-14 14:49:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_input_token;bmp;0,,cn-beijing,华北2（北京）,,0,0,,,,2.532,2.532,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""2532"",""抵扣用量"":""2532"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""2532 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_9eda01ee9651a567874fa9f9ec974723_01_00000004265258094127,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 14:48:00,2026-05-14 14:48:00,2026-05-14 14:49:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,0.828,0.828,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""828"",""抵扣用量"":""828"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""828 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_cdafc305132e806923aa25182aea90ea_01_00000004265265257085,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 14:48:00,2026-05-14 14:48:00,2026-05-14 14:49:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_output_token;bmp;0,,cn-beijing,华北2（北京）,,0,0,,,,1.185,1.185,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""1185"",""抵扣用量"":""1185"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""1185 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_ed19a31b94c66a8bc8231230c1e28fbe_01_00000004265257384376,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 14:48:00,2026-05-14 14:48:00,2026-05-14 14:49:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,5056850;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_output_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,2.067,2.067,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""2067"",""抵扣用量"":""2067"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""2067 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_1b99133451ee6f227cee7f8a7715700f_01_00000004265297790612,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 14:56:00,2026-05-14 14:56:00,2026-05-14 14:57:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_output_token;bmp;0,,cn-beijing,华北2（北京）,,0,0,,,,19.068,19.068,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""19068"",""抵扣用量"":""19068"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""19068 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202605_0g00v1_031_e7006ad56267a656dad5ff79183a47f8_01_00000004265308842882,,,1068915519298264,viclau620,1068915519298264,viclau620,通义云启（杭州）信息技术有限公司,202605,20260514,免费额度,后付费,2026-05-14 14:56:00,2026-05-14 14:56:00,2026-05-14 14:57:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,,,;llm-a8knu8zo5mnb4832;qwen3.6-plus;context_0-256k_input_token;bmp;0,,cn-beijing,华北2（北京）,,0,0,,,,24.037,24.037,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""24037"",""抵扣用量"":""24037"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""qwen3.6-plus\"",\""免费额度抵扣用量\"":\""24037 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""viclau620\"",\""免费额度生效时间\"":\""2026-04-02 00:00:00\"",\""免费额度失效时间\"":\""2026-07-02 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,"{""priceExpressInfo"":{""priceExpression"":""baseprice_factor*quantity_factor"",""priceExpressionFactorValueMap"":{""baseprice_factor"":""0"",""quantity_factor"":""0""},""precision"":""10"",""round"":""4""}}",https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
